Date,portval,profit
2018-06-19,24996.588691361165,14996.588691361165
2018-06-20,25155.756142933984,15155.756142933984
2018-06-21,24909.73359351747,14909.73359351747
2018-06-22,24831.96572607205,14831.965726072049
2018-06-25,24579.40139865278,14579.401398652779
2018-06-26,24579.40139865278,14579.401398652779
2018-06-27,24509.75063020315,14509.75063020315
2018-06-28,24308.135562565538,14308.135562565538
2018-06-29,24414.46474427328,14414.464744273278
2018-07-02,24354.275498875144,14354.275498875144
2018-07-03,24606.156388249703,14606.156388249703
2018-07-05,24569.016531900128,14569.016531900128
2018-07-06,24632.187872215996,14632.187872215996
2018-07-09,24912.052968720614,14912.052968720614
2018-07-10,25167.752308374096,15167.752308374096
2018-07-11,25149.750228414643,15149.750228414643
2018-07-12,25268.86604515954,15268.866045159539
2018-07-13,25345.95378479091,15345.953784790909
2018-07-16,25441.593989719186,15441.593989719186
2018-07-17,25288.31082549905,15288.310825499051
2018-07-18,25448.40528209357,15448.405282093569
2018-07-19,25320.599371029093,15320.599371029093
2018-07-20,25309.484170988257,15309.484170988257
2018-07-23,25301.69433232648,15301.694332326479
2018-07-24,25491.223724355536,15491.223724355536
2018-07-25,25491.223724355536,15491.223724355536
2018-07-26,25740.75017502832,15740.750175028319
2018-07-27,25903.574340263935,15903.574340263935
2018-07-30,25771.703992008595,15771.703992008595
2018-07-31,25561.4242898655,15561.4242898655
2018-08-01,25503.449866275085,15503.449866275085
2018-08-02,25210.264061880946,15210.264061880946
2018-08-03,25348.43366147953,15348.433661479528
2018-08-06,25291.058367057587,15291.058367057587
2018-08-07,25439.225583579853,15439.225583579853
2018-08-08,25527.17351624003,15527.17351624003
2018-08-09,25374.702314951835,15374.702314951835
2018-08-10,25110.078904205253,15110.078904205253
2018-08-13,25041.805571550613,15041.805571550613
2018-08-14,24990.31203427467,14990.31203427467
